Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks,
673,29/08/2017,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\xc2\xa0 UC-RNT fund",Private Equity,"2,50,00,000",nan,
676,30/08/2017,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,"3,40,00,000",nan,
678,01/07/2017,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed Funding,"10,00,000",nan,
683,05/07/2017,Timesaverz,Consumer Internet,Hyperlocal home services provider,Mumbai,BCCL,Private Equity,"10,00,000",nan,
685,06/07/2017,MyCity4kids,Consumer Internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,Gurgaon,N/A,Seed Funding,N/A,nan,
686,07/07/2017,Clip App,Consumer Internet,Digital Media Video platform,Bangalore,"India Quotient, Shunwei Capital",Seed Funding,"10,00,000",nan,
687,07/07/2017,Upwardly.in,Consumer Internet,MF investment platform,Bangalore,"Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures",Seed Funding,N/A,nan,
689,11/07/2017,Fabogo,Consumer Internet,Salon & Spa Aggregation & Discovery platform,Pune,Dunamis Ventures Pte Ltd,Private Equity,"22,50,000",nan,
690,11/07/2017,Flickstree,Consumer Internet,Video Content Discovery Platform,Mumbai,"Venture Catalysts, Sourav Ganguly, Ankit Aditya, Moksh Sports Ventures",Seed Funding,"4,64,000",nan,
691,11/07/2017,Design Cafe,Consumer Internet,Online Interior Design platform,Bangalore,"Fireside Ventures, Apurva Salarpuria, Sidharth Pansari, Sprout Capital",Seed Funding,N/A,nan,
701,18/07/2017,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,"Uber Technologies Inc, Amaya Capital LLP",Seed Funding,N/A,nan,
702,18/07/2017,Ideal Insurance,Consumer Internet,Online Insurance platform,Kolkata,Xelpmoc,Seed Funding,N/A,nan,
704,19/07/2017,Rentomojo,Consumer Internet,Consumer Leasing Platform,Bangalore,"ain Capital Ventures, Renaud Laplanche",Private Equity,"1,00,00,000",nan,
705,19/07/2017,AirCTO,Consumer Internet,AI powered recruitment platform,Bangalore,Francesco Cara,Seed Funding,N/A,nan,
711,21/07/2017,MonkeyBox,Consumer Internet,Healthy Food Delivery Platform,Bangalore,"Blume Ventures, NB Ventures, Nspira",Seed Funding,N/A,nan,
712,25/07/2017,Noticeboard,Consumer Internet,Mobile-first Enterprise communication platform,Bangalore,"Stellaris Venture Partners,",Private Equity,"12,00,000",nan,
713,25/07/2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Mobile Learning App,Bangalore,Tencent Holdings,Private Equity,"3,50,00,000",nan,
715,26/07/2017,Fab Hotels,Consumer Internet,Budget hotels brand & Aggregator Platform,New Delhi,Goldman Sachs,Private Equity,"2,50,00,000",nan,
716,26/07/2017,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bangalore,"Indian Angel Network, Anand Mahindra",Seed Funding,"2,00,000",nan,
718,28/07/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,N/A,nan,
719,28/07/2017,BigStylist,Consumer Internet,Beauty Services Marketplace,Mumbai,Info Edge (India) Ltd,Private Equity,"12,50,000",nan,
720,28/07/2017,Gympik.com,Consumer Internet,online marketplace for discovering fitness centres,Bangalore,RoundGlass Partners,Seed Funding,N/A,nan,
723,05/06/2017,Goomo,Consumer Internet,Online Travel & Holiday Booking platform,Mumbai,Emerging India,Private Equity,"5,00,00,000",nan,
724,05/06/2017,MaxMyWealth,Consumer Internet,Online Wealth Management & Savings platform,Mumbai,"lockchain ecosystem Global Advisors, Horseferry",Private Equity,N/A,nan,
726,06/06/2017,Healthbuds,Consumer Internet,Healthcare Discovery & booking platform,Kolkata,"Arun Patodia, Bharat Kedia",Seed Funding,N/A,nan,
727,06/06/2017,Ftcash,Consumer Internet,Mobile Payments platform,Mumbai,"500 Startups, IvyCap Ventures",Private Equity,N/A,nan,
728,06/06/2017,BHIVE Workspace,Consumer Internet,co-working spaces,Bangalore,Blume Ventures,Private Equity,"12,00,000",nan,
729,06/06/2017,wayForward,Consumer Internet,Mobile app for Mental Health,New Delhi,"Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan",Seed Funding,"10,00,000",nan,
730,06/06/2017,GyanDhan,Consumer Internet,Education Marketplace,New Delhi,Sundaram Finance Holdings,Private Equity,N/A,nan,
731,06/06/2017,Hungry Foal,Consumer Internet,For profit Social Venture,Gurgaon,SBI (Stand Up India Scheme),Private Equity,N/A,nan,
732,07/06/2017,ZipLoan,Consumer Internet,Online lending platform,New Delhi,WaterBridge Ventures,Seed Funding,"6,50,000",nan,
733,07/06/2017,GrowFitter,Consumer Internet,health and fitness discovery platform,Mumbai,SQue Capital,Seed Funding,"6,00,000",nan,
734,08/06/2017,Stratfit,Consumer Internet,Health coaching programs,Hyderabad,Bodhtree Consulting Limited,Seed Funding,"2,32,000",nan,
737,08/06/2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bangalore,"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",Seed Funding,"3,50,000",nan,
738,09/06/2017,Guidoo,Consumer Internet,Travel & adventure planning platform,Mumbai,"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",Seed Funding,"3,00,000",nan,
739,09/06/2017,eSahai.in,Consumer Internet,ambulance aggregator and medical taxi provider,Hyderabad,"Dr Ramesh Ayyala, Satya Muthyala",Seed Funding,"2,50,000",nan,
740,12/06/2017,Loanmeet,Consumer Internet,Online peer-to-peer lending platform,Bangalore,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,N/A,nan,
741,12/06/2017,LendingKart,Consumer Internet,Online Lending platform,Ahmedabad,Yes Bank,Debt Funding,"78,00,000",nan,
744,12/06/2017,Vista Rooms,Consumer Internet,Online rooms aggregation platform,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,"7,76,000",nan,
745,12/06/2017,CoverFox,Consumer Internet,Online insurance brokerage platform,Mumbai,Transamerica,Private Equity,"1,50,00,000",nan,
749,14/06/2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,Tekne Capital Management LLC,Private Equity,"5,00,00,000",nan,
750,14/06/2017,Vanitycask,Consumer Internet,Beauty products discovery platform,Mumbai,RB Investments,Seed Funding,N/A,nan,
751,14/06/2017,MrNeeds,Consumer Internet,Micro Food Delivery platform,Noida,undisclosed investors,Seed Funding,"5,00,000",nan,
752,15/06/2017,MoneyTap,Consumer Internet,Money Lending platform,Bangalore,"Sequoia India, NEA, Prime Venture Partners",Private Equity,"1,23,00,000",nan,
754,16/06/2017,Fincash,Consumer Internet,Personal Finance platform,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,"1,00,000",nan,
757,16/06/2017,EazyDiner,Consumer Internet,Online Restaurant Reservation Platform,Gurgaon,YouWeCan Ventures,Seed Funding,N/A,nan,
761,20/06/2017,ForeverShop,Consumer Internet,Mobile based ecommerce platform,Bangalore,91maker.com,Seed Funding,"3,00,000",nan,
762,20/06/2017,Insider.in,Consumer Internet,Events Ticketing platform,Mumbai,Paytm,Private Equity,"52,00,000",nan,
764,21/06/2017,Grow Fit,Consumer Internet,Health-Tech platform,Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,"45,00,000",nan,
767,21/06/2017,OneAssist,Consumer Internet,Credit card fraud protection,Mumbai,Sequoia Capital,Private Equity,N/A,nan,
769,22/06/2017,Kissht,Consumer Internet,Consumer Lending platform,Mumbai,"Endiya Partners, Ventureast",Private Equity,"20,00,000",nan,
770,22/06/2017,Explore Life traveling,Consumer Internet,Local homes booking platform,Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,"5,00,000",nan,
771,23/06/2017,Loantap,Consumer Internet,Lending platform for salaried professionals,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,"40,00,000",nan,
772,23/06/2017,Voxweb,Consumer Internet,Mobile based social networking platform,Mumbai,Undisclosed investors,Seed Funding,"10,00,000",nan,
775,26/06/2017,V Resorts,Consumer Internet,Holiday & Vacation resort aggregator,Noida,"Seedfund, RB International",Private Equity,"40,00,000",nan,
776,27/06/2017,Stashfin,Consumer Internet,Personal Finance App,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,"50,00,000",nan,
777,27/06/2017,Formcept,Consumer Internet,Unified Data Analysis platform,Bangalore,Gujarat Venture Finance Ltd,Private Equity,N/A,nan,
779,28/06/2017,FiTraQ,Consumer Internet,Fitness Centre Discovery Platform,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,N/A,nan,
780,28/06/2017,Rubique,Consumer Internet,Online Marketplace for financial products,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,"30,00,000",nan,
781,28/06/2017,Niki.ai,Consumer Internet,AI Based Personal Assistant,Bangalore,"SAP.iO, Unilazer Ventures",Private Equity,"20,00,000",nan,
782,29/06/2017,Fitpass,Consumer Internet,Online Fitness Marketplace,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,"10,00,000",nan,
785,30/06/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,"2,10,00,000",nan,
786,01/05/2017,Ace2three,Consumer Internet,Online Rummy playing Website,Hyderabad,Clairvest Group,Private Equity,"7,37,00,000",nan,
790,02/05/2017,SMECorner,Consumer Internet,Online Platform for small business loans,Mumbai,Dutch government fund,Private Equity,N/A,nan,
791,02/05/2017,ZippServe,Consumer Internet,Real estate risk assessment platform,Bangalore,undisclosed investors,Seed Funding,"3,90,000",nan,
792,03/05/2017,Ola,Consumer Internet,Cab Aggregation App,Bangalore,"Falcon Edge Capital,\xc2\xa0 Capital Advisers",Private Equity,"10,45,00,000",nan,
794,04/05/2017,Healthians,Consumer Internet,Online Diagnostics and wellness platform,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,N/A,nan,
795,05/05/2017,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Seed Funding,N/A,nan,
796,05/05/2017,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Seed Funding,N/A,nan,
797,05/05/2017,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Seed Funding,N/A,nan,
799,05/05/2017,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Seed Funding,"2,33,000",nan,
801,08/05/2017,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,N/A,nan,
811,10/05/2017,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Equity,"14,00,000",nan,
813,10/05/2017,Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1Crowd,Seed Funding,"6,00,000",nan,
815,11/05/2017,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,"40,00,000",nan,
818,12/05/2017,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Equity,"50,00,000",nan,
820,12/05/2017,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Equity,"4,66,000",nan,
827,17/05/2017,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Seed Funding,"2,50,000",nan,
828,17/05/2017,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Equity,"53,00,000",nan,
832,19/05/2017,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,"10,00,000",nan,
836,22/05/2017,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Seed Funding,"5,00,000",nan,
838,23/05/2017,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,"66,00,000",nan,
839,23/05/2017,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,N/A,nan,
840,23/05/2017,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Equity,"10,00,000",nan,
841,24/05/2017,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Seed Funding,"5,80,000",nan,
843,26/05/2017,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,N/A,nan,
844,29/05/2017,Cube Consumer Services,Consumer Internet,Finance management Mobile app,Mumbai,N/A,Seed Funding,N/A,nan,
845,29/05/2017,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,N/A,nan,
849,30/05/2017,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed Funding,N/A,nan,
850,30/05/2017,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,"15,00,000",nan,
851,30/05/2017,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,"8,00,00,000",nan,
853,31/05/2017,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,"70,00,000",nan,
854,01/04/2017,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,"38,00,000",nan,
856,03/04/2017,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,N/A,nan,
859,03/04/2017,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,N/A,nan,
864,04/04/2017,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,"5,00,000",nan,
865,04/04/2017,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,"5,00,000",nan,
